141278	98806
141258	99027
141247	99363
140618	108619
140607	108955
140477	119297
140407	119430
139547	119553
139275	119689
139002	119823
138977	129698
138797	129827
138047	129954
137792	130044
137672	130361
137582	139232
137462	139549
137157	139767
137037	140084
136555	140596
135470	140617
135327	140731
135215	140846
135045	141152
134022	141158
133705	141402
133430	150533
133330	151094
132209	151260
132089	151577
131374	151789
131254	152106
131099	152132
129942	152258
129759	152382
129634	152422
129347	152481
129277	152614
129259	162114
128329	162370
128057	162506
127494	162899
127243	163220
126735	163475
126615	163792
126435	163921
125748	164151
125678	164284
125448	164361
125358	173468
124738	173838
124618	174155
124313	174373
124193	174690
122803	174929
121868	175025
121033	175554
119885	175562
118898	176002
117558	176252
117325	176628
117145	176757
115705	176944
115255	186687
114107	186695
113120	187135
112665	187231
112285	187664
111355	187920
108870	188462
105223	190455
102743	190740
102563	190823
101908	191269
101323	191452
101203	191769
99593	191800
99468	191845
98878	192104
98043	192633
96443	192721
94703	193104
94335	193707
94320	203217
92265	203766
