249
150
6190	4614	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	
6189	4757	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	1	1	0	0	1	0	1	1	1	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	
6187	4774	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	
6185	4817	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	1	1	0	0	1	0	1	0	1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	1	
6183	4832	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	
6182	4880	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	1	0	0	1	0	1	1	1	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	
6177	4918	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	1	1	0	1	0	1	1	1	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	1	
6174	4960	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	1	0	0	1	0	1	1	1	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	1	
6169	4988	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1	0	1	0	1	0	1	0	1	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	1	
6163	5010	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0	1	1	1	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	
6158	5021	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	1	0	1	0	1	0	1	1	0	1	0	1	0	1	1	1	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	1	
6157	5023	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	1	0	0	1	0	1	0	1	1	1	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	1	
6156	5033	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1	0	1	0	1	0	1	1	1	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	1	
6154	5048	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	1	0	0	1	0	1	0	1	1	1	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	
6153	5052	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	1	
6151	5053	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	1	
6150	5067	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	1	
6145	5080	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	
6144	5088	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	1	
6143	5097	1	0	1	1	1	1	0	0	1	1	1	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	1	
6139	5104	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	1	
6138	5111	1	0	1	1	1	1	0	0	1	1	1	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0	1	1	1	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	1	
6137	5116	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0	1	0	1	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	1	
6136	5118	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	1	0	0	1	0	1	0	1	0	1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	
6134	5120	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	1	
6133	5127	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	0	1	0	1	0	1	0	1	1	0	1	0	1	0	1	0	1	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	1	
6132	5136	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	
6131	5147	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	1	
