495444	423938
495434	495567
495334	502562
494893	519144
494793	526139
493723	528932
493722	529764
493712	538684
493563	544224
493243	552942
493182	555859
493143	568165
492453	570165
492262	574248
492251	582659
492173	583261
492102	589540
492041	591116
492013	595011
492002	604763
490551	604996
490402	611877
490391	620288
490242	620452
489811	621848
489701	627865
489421	633293
489319	638226
489261	640417
488681	641977
488311	647545
487481	652766
487379	659275
487061	661017
486439	662838
486324	663146
486313	671557
485691	672389
485673	674983
485391	678349
485242	678513
485213	680787
485142	685508
484703	686412
484601	692921
484283	694663
483843	696494
483823	700467
483423	704745
483021	705048
483001	712889
482951	715447
482103	716191
482063	717029
482031	723268
481821	725403
481803	727803
481611	732569
480673	736709
480293	739849
479961	742241
479262	746181
478991	752620
478451	754287
478292	757610
477832	758788
477612	760186
477463	763039
477455	765373
477063	769423
476725	772781
476642	775510
476493	778574
476233	779175
476093	779802
476073	787875
475215	789983
475103	802149
474563	803816
474293	804179
473962	806036
473593	814195
471723	814822
471603	815204
471472	819255
471323	823726
470789	824950
470723	825508
470574	829979
470194	833119
469644	840654
469213	842710
469064	847181
468503	848436
467923	849996
467853	851014
467680	852287
467674	853717
467024	856295
466539	860069
466324	860131
466175	864602
465431	866073
464986	867268
464934	867928
464785	872399
464450	875664
464301	880135
463476	884470
462945	887979
462590	891247
462335	892252
462041	895661
461555	895776
461200	899044
460656	899822
460651	903458
459810	905500
459595	905562
459446	910033
458611	912492
458397	912840
458386	917078
457007	920637
456996	924875
455617	927093
455606	931331
455281	931886
453802	932559
453771	934331
453401	935875
453289	936502
453118	937557
453042	939204
452229	940800
451899	944299
451728	945354
451657	946255
451098	947127
450838	950039
450689	954510
450518	955565
449614	956291
449583	958063
448848	958603
448809	958890
448798	963128
448208	964298
447468	968067
446889	969339
446739	972940
445758	973274
445743	973411
445629	974699
445498	976186
445349	980657
444203	981633
443993	984419
442483	986864
442119	989180
441359	989523
441215	989906
441184	991678
440974	992629
440074	994202
439859	995975
439766	996220
439461	997090
439290	998145
438651	999566
438620	1.00134e+06
438410	1.00229e+06
437306	1.00444e+06
436900	1.00473e+06
436867	1.00616e+06
436441	1.00672e+06
436087	1.00927e+06
436071	1.01230e+06
435542	1.01442e+06
435306	1.01456e+06
435156	1.01727e+06
435086	1.01894e+06
434376	1.02038e+06
433576	1.02138e+06
433021	1.02481e+06
432492	1.02536e+06
432026	1.02555e+06
431536	1.02621e+06
430891	1.02912e+06
429896	1.02986e+06
429561	1.03406e+06
428051	1.03495e+06
427638	1.03518e+06
427438	1.0366e+06
427083	1.03677e+06
426909	1.03716e+06
426554	1.03732e+06
426339	1.03784e+06
426308	1.03856e+06
426168	1.04173e+06
426098	1.0434e+06
424588	1.04429e+06
424408	1.04574e+06
423978	1.04586e+06
423808	1.04637e+06
423413	1.04831e+06
422978	1.04832e+06
422813	1.04872e+06
422603	1.04967e+06
422478	1.05131e+06
422113	1.05188e+06
420968	1.0522e+06
420603	1.05277e+06
420573	1.05414e+06
420138	1.05414e+06
420089	1.05598e+06
419583	1.05738e+06
419418	1.05778e+06
417830	1.05998e+06
417249	1.06131e+06
416330	1.0626e+06
416175	1.06272e+06
415480	1.0643e+06
415080	1.06486e+06
415030	1.0661e+06
414865	1.0665e+06
414860	1.06658e+06
414370	1.06724e+06
414210	1.06904e+06
414000	1.06999e+06
413835	1.07039e+06
413615	1.07117e+06
413125	1.07183e+06
411151	1.07192e+06
411101	1.07605e+06
408590	1.07715e+06
407672	1.07778e+06
406900	1.07962e+06
406652	1.07965e+06
406287	1.07966e+06
406112	1.08043e+06
406047	1.08096e+06
405452	1.08248e+06
404178	1.08248e+06
403468	1.08278e+06
403273	1.08369e+06
402146	1.08445e+06
401628	1.08576e+06
401618	1.08593e+06
401463	1.08616e+06
400793	1.0877e+06
400628	1.08810e+06
400363	1.08824e+06
398534	1.08877e+06
397699	1.09071e+06
395460	1.09319e+06
395315	1.09345e+06
394480	1.09539e+06
393960	1.09581e+06
391571	1.09628e+06
390736	1.0991e+06
389517	1.0998e+06
387857	1.10071e+06
387692	1.10159e+06
386535	1.10266e+06
384808	1.10306e+06
384160	1.10341e+06
384138	1.1046e+06
383973	1.105e+06
383217	1.10572e+06
382294	1.10664e+06
380383	1.10686e+06
379218	1.10747e+06
379084	1.10877e+06
377066	1.10884e+06
375953	1.10998e+06
375013	1.11132e+06
374708	1.11237e+06
374460	1.1124e+06
371923	1.11271e+06
371803	1.11279e+06
370223	1.11356e+06
370045	1.11376e+06
369925	1.11383e+06
366852	1.11437e+06
365502	1.11492e+06
365382	1.115e+06
364761	1.11517e+06
364608	1.11794e+06
360371	1.1191e+06
358726	1.11911e+06
356423	1.11932e+06
356166	1.12099e+06
355543	1.1217e+06
351681	1.12218e+06
350898	1.12224e+06
348808	1.12261e+06
344288	1.12359e+06
344168	1.12367e+06
341894	1.12394e+06
337221	1.12418e+06
337149	1.12419e+06
337029	1.12426e+06
335626	1.12433e+06
334721	1.12464e+06
334141	1.12498e+06
333806	1.12613e+06
333686	1.12621e+06
331991	1.12627e+06
330836	1.12634e+06
330716	1.12642e+06
329271	1.12756e+06
328691	1.12790e+06
322521	1.12877e+06
322401	1.12885e+06
317108	1.12907e+06
316988	1.12915e+06
312404	1.12942e+06
312284	1.1295e+06
310589	1.12956e+06
307869	1.13085e+06
307146	1.13121e+06
307026	1.13128e+06
304196	1.13169e+06
302501	1.13176e+06
302381	1.13183e+06
292363	1.13204e+06
292243	1.13212e+06
290548	1.13218e+06
287828	1.13347e+06
