200			
5313			
5176			
68	19	21	46
22	11	17	37
66	78	33	31
83	73	68	98
50	47	51	51
64	96	91	48
35	47	97	14
42	74	28	94
33	96	91	36
66	19	82	58
38	12	54	44
57	34	12	52
69	78	47	65
90	26	33	98
79	30	30	39
89	95	65	22
28	99	56	12
70	68	57	21
38	84	91	17
71	28	88	88
46	79	77	93
41	61	99	16
49	56	29	86
43	99	23	41
36	95	39	10
68	27	86	10
92	16	12	32
33	38	85	45
84	28	22	13
90	38	64	87
22	85	33	39
93	62	95	70
92	62	32	49
89	18	10	45
47	65	44	11
23	83	56	16
13	65	86	55
11	86	38	15
34	76	72	42
11	55	10	80
60	74	57	43
82	94	30	42
10	80	28	31
16	91	92	61
81	71	68	41
20	20	54	21
85	42	34	51
52	90	93	55
92	100	35	43
31	75	41	41
24	99	46	15
83	32	82	76
76	17	66	72
15	59	15	24
38	10	89	32
63	88	70	11
32	55	46	90
99	95	43	78
39	44	60	20
97	41	36	21
28	69	63	11
42	10	18	68
80	41	67	31
21	83	13	18
99	10	12	14
11	62	94	19
91	75	19	65
24	24	65	14
45	26	59	11
28	55	28	83
89	34	91	22
31	25	37	60
81	60	24	90
78	72	86	21
48	78	23	44
72	64	100	93
36	62	38	50
77	93	21	66
84	97	42	41
40	92	58	90
65	21	91	88
43	36	26	63
49	99	69	42
23	94	72	89
82	65	89	50
41	27	34	53
22	96	84	39
67	69	30	64
96	76	24	39
58	32	62	41
56	75	20	33
81	43	45	79
42	55	11	46
55	77	24	39
31	13	54	78
38	64	61	95
33	65	14	56
10	50	97	41
43	16	79	24
84	73	65	68
52	96	68	90
96	66	93	12
92	43	54	10
51	15	36	33
50	76	41	30
63	58	62	72
70	86	90	74
46	29	10	13
30	26	58	71
45	20	57	77
41	31	46	66
15	26	85	30
82	54	19	87
52	38	15	69
25	75	15	16
69	21	44	76
62	30	70	94
26	93	17	33
64	58	25	94
93	82	24	23
78	92	37	92
82	24	45	59
71	32	97	66
65	34	85	99
40	41	64	88
25	36	46	38
20	25	74	54
24	54	86	46
19	55	89	32
10	77	12	76
12	67	83	67
31	11	24	27
22	56	40	15
96	74	99	84
79	51	27	73
31	32	28	84
98	53	65	78
80	54	57	81
10	92	66	56
31	53	75	45
42	23	50	23
99	34	42	59
26	91	34	91
21	27	12	70
83	25	59	86
78	75	100	44
66	13	12	35
54	65	61	83
100	47	98	26
22	52	14	87
48	51	68	57
16	55	64	55
25	27	46	80
97	78	87	22
95	74	68	62
70	73	33	20
22	85	43	47
20	10	28	69
16	41	24	11
17	70	25	38
19	92	29	59
49	67	13	17
90	30	59	35
44	11	20	25
53	54	66	39
18	34	84	58
42	96	16	67
26	32	40	31
87	87	69	83
55	65	55	17
58	12	73	82
32	39	85	53
61	21	25	53
32	98	17	55
10	24	81	81
11	19	32	16
12	60	74	16
61	77	90	39
96	10	88	34
59	18	11	60
94	96	98	95
25	23	59	56
30	93	12	85
70	19	93	82
53	73	16	47
35	93	97	88
54	16	37	100
91	60	59	77
51	77	57	82
20	54	16	75
87	78	73	95
70	50	74	74
50	94	65	84
52	15	12	18
31	90	33	17
43	54	28	17
32	78	66	58
25	90	17	36
40	36	88	60
78	36	86	59
