5713	4967
5711	4990
5706	5018
5705	5037
5704	5071
5699	5098
5697	5122
5695	5145
5691	5172
5688	5173
5687	5174
5684	5208
5682	5229
5677	5254
5672	5258
5671	5271
5670	5276
5666	5282
5665	5309
5664	5310
5662	5318
5660	5338
5658	5339
5654	5343
5653	5348
5651	5361
5649	5369
5645	5389
5639	5414
5630	5427
5625	5438
5623	5457
5616	5460
5611	5467
5609	5479
5608	5481
5606	5487
5605	5492
5601	5494
5599	5495
5598	5498
5597	5513
5593	5517
5592	5532
5585	5539
5582	5540
5581	5541
5580	5544
5579	5557
5572	5558
5571	5563
5570	5566
5569	5571
5568	5580
5560	5586
5557	5593
5555	5599
5549	5600
5548	5606
5546	5607
5545	5608
5544	5616
5540	5618
5536	5623
5533	5625
5532	5631
5531	5632
5530	5638
5529	5639
5527	5640
5526	5659
5518	5663
5513	5683
5503	5685
5501	5694
5495	5695
5490	5702
5487	5705
5486	5706
5484	5714
5481	5718
5478	5720
5473	5721
5472	5724
5471	5730
5468	5741
5465	5743
5458	5753
5452	5757
5450	5758
5448	5759
5447	5761
5444	5769
5441	5772
5436	5774
5434	5777
5433	5782
5430	5788
5429	5790
5428	5795
5424	5801
5416	5807
5412	5808
5409	5817
5406	5821
5402	5824
5396	5830
5391	5836
5386	5849
5378	5854
5376	5855
5374	5856
5369	5860
5366	5861
5364	5863
5362	5872
5358	5875
5353	5876
5352	5882
5348	5884
5345	5885
5341	5886
5340	5887
5339	5891
5336	5893
5334	5894
5331	5896
5329	5903
5325	5905
5324	5907
5321	5911
5316	5916
5313	5918
5311	5919
5310	5923
5309	5931
5296	5939
5292	5941
5289	5948
5279	5951
5275	5953
5273	5956
5270	5957
5269	5960
5268	5962
5264	5963
5263	5966
5260	5969
5258	5970
5255	5978
5251	5979
5246	5986
5239	5987
5238	5989
5237	5993
5235	5995
5230	5996
5227	5999
5224	6004
5222	6008
5215	6010
5213	6013
5210	6014
5207	6018
5206	6021
5200	6022
5198	6027
5194	6028
5192	6031
5189	6032
5188	6038
5183	6041
5176	6042
5175	6046
5170	6049
5165	6052
5164	6053
5163	6056
5161	6061
5150	6063
5147	6067
5144	6072
5140	6073
5139	6076
5135	6077
5132	6079
5124	6086
5118	6087
5116	6091
5111	6092
5109	6098
5103	6099
5101	6101
5099	6102
5094	6106
5090	6107
5089	6108
5087	6113
5079	6124
5067	6125
5065	6126
5057	6127
5056	6130
5054	6139
5038	6142
5035	6147
5027	6149
5020	6150
5019	6153
5015	6156
5012	6158
5007	6163
5006	6166
4991	6168
4989	6172
4987	6176
4973	6177
4971	6182
4961	6186
4952	6187
4946	6188
4944	6190
4939	6194
4936	6195
4933	6196
4928	6197
4921	6201
4919	6208
4896	6209
4894	6213
4890	6214
4885	6215
4884	6218
4876	6219
4870	6220
4865	6223
4859	6226
4854	6227
4844	6234
4841	6239
4820	6241
4814	6243
4812	6245
4809	6250
4793	6251
4791	6255
4779	6258
4771	6259
4764	6260
4762	6262
4760	6264
4752	6269
4742	6270
4733	6271
4727	6274
4723	6276
4722	6279
4718	6282
4713	6283
4696	6290
4663	6291
4657	6293
4643	6294
4640	6298
4633	6299
4625	6303
4605	6304
4597	6305
4581	6306
4577	6307
4570	6319
4532	6322
4529	6326
4455	6328
4425	6332
4416	6337
4325	6340
