121
100
4266	3215	0	1	0	1	1	1	0	1	1	0	1	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0	1	1	0	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	1	0	1	
4262	3274	0	1	0	1	1	1	0	1	1	0	1	0	0	0	1	1	0	0	1	1	1	0	0	1	1	0	0	1	1	0	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	
4250	3278	0	1	0	1	1	1	0	1	1	0	1	0	0	0	1	1	0	0	1	1	1	0	0	1	1	0	0	1	1	0	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	
4248	3300	0	1	0	1	1	1	0	1	1	0	1	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0	1	1	0	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	
4246	3319	0	1	0	1	1	1	0	1	1	0	1	0	0	0	1	1	0	0	1	1	1	0	0	1	1	0	0	1	1	0	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	
4236	3338	0	1	0	1	1	1	0	1	1	0	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	
4230	3367	0	1	0	1	1	1	0	1	1	0	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	0	0	1	1	0	0	0	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	
4220	3368	0	1	0	1	1	1	0	1	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	
4218	3400	0	1	0	1	1	1	0	1	1	0	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	0	0	1	1	0	0	0	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	
4215	3423	0	1	0	1	1	1	0	1	1	0	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	1	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	
4205	3437	0	1	0	1	1	1	0	1	0	0	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	
4199	3443	0	1	0	1	1	1	0	1	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	1	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	
4197	3462	0	1	0	1	1	1	0	1	1	0	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	
4185	3466	0	1	0	1	1	1	0	1	1	0	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	1	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	
4182	3478	0	1	0	1	1	1	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	
