132
28
152348	104576	0	0	1	0	1	1	1	1	0	1	0	1	0	1	0	1	0	0	0	0	1	0	1	1	1	1	0	1	
152073	114701	0	0	1	0	1	1	1	1	0	1	0	1	0	1	0	1	0	0	0	1	1	1	1	1	1	0	0	1	
151953	115018	0	1	1	0	1	1	1	1	0	1	0	1	0	1	0	1	0	0	0	0	1	1	1	1	1	0	0	1	
151023	115274	0	1	1	0	1	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	
150088	115370	0	1	1	0	1	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	1	0	1	1	1	1	1	1	
149348	116151	0	1	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	1	1	1	1	1	0	1	1	
149201	116243	1	1	1	0	1	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	1	1	1	1	1	0	0	1	
148093	116402	0	1	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	
147838	116471	0	1	1	0	1	1	1	1	0	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	1	0	0	1	
147616	117045	1	0	1	0	1	1	0	1	0	0	0	1	0	1	0	1	0	0	1	0	1	1	1	1	1	1	0	1	
146596	117140	1	0	1	0	1	1	0	1	0	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	1	0	1	1	
146158	117257	0	1	1	0	1	1	0	1	0	0	0	1	0	1	0	1	0	0	1	0	1	1	1	1	1	1	0	1	
145455	117333	1	1	1	0	1	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	1	1	1	1	1	0	0	1	
145341	117391	1	0	1	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	
145127	117529	0	0	1	0	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	
145007	117846	0	1	1	0	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	0	1	0	1	1	1	0	0	1	
144948	127478	0	1	1	0	1	1	0	1	0	0	0	1	0	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	
137718	129231	0	1	1	0	1	1	1	1	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0	1	1	
133042	130577	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	
131704	130969	0	1	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	
131220	131546	1	1	1	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	1	
130576	131974	0	1	0	0	1	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	
128754	132943	1	1	0	0	1	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	1	1	1	1	1	0	1	1	
126581	133578	1	1	1	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	1	0	0	1	1	1	1	0	1	1	
125945	133582	0	1	0	0	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	
125010	133678	0	1	0	0	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	
124690	133833	0	1	0	0	1	1	0	1	0	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	
124339	134058	1	1	0	0	1	1	0	1	0	0	0	1	0	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	
124097	134222	0	1	1	0	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	1	1	1	1	0	0	1	
123753	134284	1	1	0	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	
123601	134390	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	
122920	134458	0	1	0	0	1	1	0	1	0	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	
122868	134802	1	1	0	0	1	1	0	1	0	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	
121933	134898	1	1	0	0	1	1	0	1	0	0	0	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	
121905	134924	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	
121753	135030	0	1	1	0	1	1	0	1	0	0	1	1	0	1	0	1	0	0	1	1	0	1	1	1	1	0	1	1	
121072	135098	0	1	1	0	1	1	0	1	0	0	0	1	0	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	
120593	135148	1	1	0	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	
119855	135480	0	1	0	0	1	1	0	1	0	0	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	
119737	135592	0	1	1	0	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	1	0	1	1	1	1	0	0	1	
118745	135788	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	
117820	136012	0	1	0	0	1	1	1	1	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	
116861	136129	0	1	0	1	1	1	1	1	0	0	0	1	0	1	0	1	0	0	1	1	1	1	1	1	1	0	1	0	
116696	136148	0	1	0	0	1	1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0	1	1	
116565	136263	0	1	0	0	1	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	
115972	136652	0	1	1	0	1	1	1	1	0	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	1	0	1	0	
114743	137232	1	1	0	0	1	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	
112938	137436	1	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	1	
112185	137475	0	1	0	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	
111899	137504	0	1	1	0	0	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	
111592	137864	0	1	1	1	1	1	0	1	0	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	1	0	1	0	
111090	138076	1	1	1	0	1	1	0	1	0	0	0	1	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	1	
110670	138084	1	1	0	0	0	1	0	1	0	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	
110363	138444	1	1	0	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	
109873	138458	1	1	0	0	1	1	0	1	0	0	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	1	
109400	138713	0	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	0	0	1	0	0	1	1	1	1	1	0	1	
109049	138938	1	1	0	0	1	1	1	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	1	1	1	0	1	1	
108025	139098	1	1	1	0	1	1	0	1	0	0	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	1	
107578	139682	1	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	0	0	1	0	0	1	1	1	1	0	0	1	
105423	139711	1	0	0	0	1	1	1	1	0	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	
105303	140028	1	1	0	0	1	1	1	1	0	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	0	1	1	
105234	140490	1	1	0	0	1	1	1	1	0	0	1	1	0	1	0	1	0	0	1	0	0	1	1	1	1	0	1	1	
104878	140563	1	1	0	0	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	0	0	1	1	1	1	0	1	1	
103623	140814	1	1	0	0	1	1	0	1	0	0	0	1	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	
103198	140894	1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	0	0	1	1	1	1	0	0	1	
102750	141134	0	1	0	0	1	1	0	1	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	1	1	0	0	1	
101815	141230	0	1	0	0	1	1	0	1	0	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	0	1	1	
101495	141385	0	1	0	0	1	1	0	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	
101268	141403	1	1	0	0	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	0	1	1	
100558	141836	1	1	0	0	1	1	0	1	0	0	1	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	
99725	142010	0	1	0	0	1	1	0	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	
99673	142354	1	1	0	0	1	1	0	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	1	1	0	0	1	
98390	142504	0	1	0	0	1	1	0	1	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	1	1	0	0	1	
97690	142542	0	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	0	0	1	1	0	1	1	1	1	0	1	0	
97398	142700	1	1	0	0	1	1	0	1	0	0	1	0	0	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	
96760	142798	0	1	0	0	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	
96115	142850	0	1	0	0	1	1	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	
95380	142964	1	1	0	0	0	1	1	1	0	1	0	1	0	1	1	1	0	0	1	0	0	1	1	1	1	0	1	1	
95320	142985	0	1	0	0	1	1	0	1	0	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	0	
94938	143767	1	1	0	0	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	1	1	1	1	0	1	0	
93683	144018	1	1	0	0	1	1	0	1	0	0	0	1	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	
92238	144045	1	1	0	0	1	1	1	1	0	0	0	1	1	1	1	1	0	0	1	1	0	0	1	1	1	0	1	0	
91290	144084	1	1	0	0	0	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	
91223	144300	1	1	0	0	1	1	0	1	0	1	0	0	1	1	1	1	0	0	1	1	0	1	1	1	1	0	1	0	
90578	145137	1	1	0	0	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	1	0	1	1	1	1	0	1	0	
88793	145161	1	1	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0	0	0	
88303	145175	1	1	0	0	1	1	0	1	0	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	
87708	145520	1	1	0	0	1	1	1	1	0	1	0	1	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	
87475	145636	1	1	0	0	0	1	0	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	
