961381	511131
961286	545200
960936	563154
960521	570448
960207	581614
960111	582372
959886	586035
959791	604048
959484	613919
959429	622262
959079	640216
958714	646015
958664	647510
958329	649311
958254	659434
957934	681110
957779	696065
956304	703956
956209	715244
955984	725632
955902	742023
955487	749317
955077	761241
954757	782917
953952	786545
953127	805763
952972	814773
952807	827439
952622	832727
952207	840021
951797	851945
951477	873621
950672	877249
949847	896467
949527	918143
948347	918849
947642	921993
947615	922589
947470	929512
947377	930042
947178	931957
947177	932973
947128	943579
946067	949364
945927	953161
944722	954626
944367	955742
944202	963246
942317	964811
942092	967710
941788	968170
941591	972645
941452	972765
940895	977913
940427	980066
939218	982880
938750	985033
938087	985188
938065	985326
937928	986880
937924	987830
936939	990794
936907	991158
936607	992279
936518	992319
936468	992399
936450	992557
936174	992965
936037	994257
936000	994552
935529	996233
935422	997657
935384	998170
934764	998404
934753	999395
934617	1.0025e+06
933909	1.0037e+06
933632	1.00546e+06
932892	1.01101e+06
931615	1.01147e+06
931352	1.01442e+06
931255	1.01446e+06
930884	1.01658e+06
929684	1.01743e+06
929659	1.01776e+06
929102	1.01796e+06
928871	1.0181e+06
928769	1.01985e+06
928234	1.0204e+06
928201	1.02241e+06
927589	1.02587e+06
926979	1.02857e+06
926604	1.02884e+06
925532	1.029e+06
925519	1.02943e+06
925489	1.0319e+06
923737	1.03198e+06
923649	1.03338e+06
923629	1.03367e+06
923593	1.03576e+06
923411	1.03676e+06
922081	1.03916e+06
922017	1.04044e+06
921021	1.04048e+06
920957	1.04176e+06
920111	1.04194e+06
920009	1.04448e+06
918907	1.04674e+06
918519	1.04781e+06
917679	1.04857e+06
917395	1.05014e+06
916931	1.05015e+06
916367	1.05263e+06
915285	1.05402e+06
914855	1.05602e+06
914826	1.05625e+06
913795	1.05735e+06
913714	1.05796e+06
912997	1.05824e+06
912810	1.06031e+06
911985	1.0604e+06
911959	1.06041e+06
911725	1.0609e+06
911485	1.06164e+06
910925	1.06172e+06
910309	1.06384e+06
909312	1.06438e+06
908837	1.06539e+06
907897	1.06559e+06
907669	1.06571e+06
907447	1.06938e+06
905131	1.07109e+06
902405	1.07169e+06
902116	1.07173e+06
901831	1.0723e+06
901279	1.07243e+06
901244	1.07269e+06
901141	1.07308e+06
899999	1.07318e+06
899947	1.07321e+06
899825	1.07327e+06
899776	1.07395e+06
899531	1.07461e+06
899306	1.07519e+06
898744	1.07663e+06
898739	1.07831e+06
897759	1.0796e+06
896674	1.08019e+06
896434	1.08092e+06
896154	1.08119e+06
895869	1.08269e+06
895369	1.08393e+06
895334	1.08419e+06
893176	1.08426e+06
893004	1.08518e+06
892989	1.08633e+06
892749	1.08706e+06
892464	1.08856e+06
890604	1.08898e+06
889404	1.08904e+06
889164	1.08977e+06
886922	1.09024e+06
886877	1.09077e+06
886827	1.09112e+06
886542	1.09262e+06
885532	1.09423e+06
883332	1.09425e+06
882632	1.09497e+06
882627	1.09666e+06
880772	1.09754e+06
880314	1.09769e+06
879915	1.09796e+06
879417	1.09988e+06
878947	1.10112e+06
878092	1.1012e+06
877862	1.10171e+06
877247	1.10241e+06
877032	1.10252e+06
876162	1.103e+06
875362	1.10382e+06
872302	1.10431e+06
871690	1.10462e+06
870835	1.10471e+06
870605	1.10522e+06
869775	1.10603e+06
867255	1.10615e+06
866055	1.10621e+06
863832	1.10654e+06
859285	1.10714e+06
858745	1.10751e+06
856225	1.10763e+06
855951	1.10799e+06
855748	1.10849e+06
855667	1.10913e+06
855278	1.10973e+06
854078	1.10979e+06
853578	1.11102e+06
845481	1.11163e+06
844921	1.11172e+06
842548	1.1125e+06
841076	1.11286e+06
840277	1.11314e+06
836689	1.11339e+06
836573	1.11375e+06
833391	1.11443e+06
829803	1.11468e+06
828603	1.11474e+06
827386	1.11561e+06
824326	1.11608e+06
824086	1.11682e+06
823526	1.11690e+06
820129	1.11912e+06
815419	1.11924e+06
814351	1.11936e+06
813427	1.11966e+06
808408	1.11986e+06
808009	1.12013e+06
807449	1.12022e+06
803861	1.12047e+06
803604	1.12137e+06
800016	1.12161e+06
799101	1.12225e+06
792399	1.12279e+06
783668	1.12288e+06
783108	1.12297e+06
777456	1.12354e+06
773868	1.12378e+06
757506	1.12422e+06
752808	1.12449e+06
748986	1.12514e+06
745398	1.12538e+06
744838	1.12547e+06
743884	1.12577e+06
740296	1.12601e+06
731406	1.12644e+06
723529	1.12696e+06
710730	1.12707e+06
699955	1.12714e+06
692900	1.12753e+06
