377
200
7640	6124	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	0	1	
7636	6395	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	1	0	1	
7635	6410	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	1	0	1	
7633	6474	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	1	0	1	
7631	6517	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	1	0	1	
7629	6530	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	0	1	0	1	1	0	0	1	1	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	1	0	1	
7627	6560	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	0	1	0	1	1	0	0	1	1	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	1	0	1	
7625	6592	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	0	1	0	1	1	0	0	1	1	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	1	0	1	
7622	6595	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	0	1	0	1	1	0	0	1	1	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	1	0	1	
7621	6625	1	0	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	0	1	0	1	1	0	0	1	1	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	1	0	1	
