980	520
974	688
970	750
966	794
964	853
963	892
959	954
958	956
953	965
949	1024
944	1030
934	1040
933	1044
932	1084
929	1088
928	1143
927	1144
922	1153
921	1155
918	1209
917	1214
916	1256
912	1315
907	1320
906	1322
904	1326
903	1365
902	1381
901	1424
891	1432
885	1443
877	1451
871	1455
870	1456
869	1459
868	1500
866	1559
856	1571
850	1578
848	1580
840	1590
832	1593
830	1599
823	1646
815	1656
811	1658
807	1664
805	1665
803	1666
799	1669
797	1674
795	1676
789	1678
787	1685
779	1688
778	1691
774	1694
768	1702
764	1704
758	1711
751	1759
741	1769
731	1779
